#       point_x         point_y         point_z             U_x             U_y             U_z               p
           0.35          -0.044          -0.084      -0.2757498     -0.10044335    -0.081927303               0
           0.35           -0.04          -0.084     -0.26488867    -0.090765422    -0.074920499               0
           0.35          -0.036          -0.084     -0.25792564    -0.081327499    -0.068864937               0
           0.35          -0.032          -0.084     -0.25452956    -0.072119636    -0.063794371               0
           0.35          -0.028          -0.084     -0.25424003    -0.063119237    -0.059677686               0
           0.35          -0.024          -0.084     -0.25641989    -0.054294141    -0.056439024               0
           0.35           -0.02          -0.084      -0.2602773    -0.045603533    -0.053977342               0
           0.35          -0.016          -0.084     -0.26492719    -0.037002546    -0.052176343               0
           0.35          -0.012          -0.084     -0.26946817    -0.028446508    -0.050914583               0
           0.35          -0.008          -0.084     -0.27306551    -0.019891722     -0.05007808               0
           0.35          -0.004          -0.084     -0.27504119    -0.011303184    -0.049578596               0
           0.35               0          -0.084     -0.27494297   -0.0026424073     -0.04936629               0
           0.35           0.004          -0.084     -0.27265007    0.0060870519    -0.049436587               0
           0.35           0.008          -0.084     -0.26847383     0.014858282    -0.049823995               0
           0.35           0.012          -0.084     -0.26306281     0.023686588    -0.050587437               0
           0.35           0.016          -0.084     -0.25725835     0.032599066    -0.051811254               0
           0.35            0.02          -0.084     -0.25201064     0.041626417     -0.05360054               0
           0.35           0.024          -0.084     -0.24828144     0.050801833    -0.056065345               0
           0.35           0.028          -0.084     -0.24695219      0.06015579    -0.059310518               0
           0.35           0.032          -0.084     -0.24874729     0.069712598    -0.063428281               0
           0.35           0.036          -0.084     -0.25417977     0.079485652    -0.068490106               0
           0.35            0.04          -0.084     -0.26353185     0.089476638    -0.074530152               0
           0.35           0.044          -0.084     -0.27694582      0.09967624    -0.081516092               0
           0.35           0.048          -0.084      -0.2942303      0.11004919    -0.089409899               0
           0.35           0.052          -0.084     -0.31467438      0.12051484     -0.09814359               0
           0.35           0.056          -0.084     -0.33722543      0.13092319      -0.1075405               0
           0.35            0.06          -0.084     -0.36045182      0.14102883     -0.11739968               0
           0.35           0.064          -0.084     -0.38244874      0.15047186     -0.12750407               0
           0.35           0.068          -0.084     -0.40086406       0.1587567     -0.13759583               0
           0.35           0.072          -0.084     -0.41296544      0.16525179      -0.1473902               0
           0.35           0.076          -0.084     -0.41582154      0.16920687     -0.15653843               0
           0.35            0.08          -0.084     -0.40651293      0.16973682     -0.16455629               0
           0.35           0.084          -0.084     -0.38203708      0.16562051     -0.17069525               0
           0.35           0.088          -0.084     -0.33750764      0.15572055     -0.17399132               0
           0.35           0.092          -0.084     -0.26172723       0.1360112     -0.17269563               0
           0.35           0.096          -0.084     -0.11604717      0.10589703     -0.16143204               0
           0.35             0.1          -0.084   -0.0090330541     0.044562275    -0.076247172     0.020656311
           0.35          -0.096           -0.08     -0.15875962    -0.097984839     -0.16434796               0
           0.35            -0.1           -0.08    -0.031519313    -0.040743658    -0.076721483     0.019155185
           0.35          -0.092           -0.08      -0.2975609     -0.12753732     -0.17815339               0
           0.35          -0.088           -0.08     -0.36335321     -0.14710572     -0.18041624               0
           0.35          -0.084           -0.08     -0.39675506     -0.15712619     -0.17752067               0
           0.35           -0.08           -0.08     -0.40893617     -0.16124653     -0.17120919               0
           0.35          -0.076           -0.08      -0.4049499     -0.16079014     -0.16271481               0
           0.35          -0.072           -0.08     -0.38848685     -0.15697775     -0.15291304               0
           0.35          -0.068           -0.08     -0.36319915     -0.15071899     -0.14239225               0
           0.35          -0.064           -0.08     -0.33260202     -0.14280498     -0.13156254               0
           0.35           -0.06           -0.08     -0.29981444     -0.13387775     -0.12072572               0
           0.35          -0.056           -0.08     -0.26736725     -0.12442094     -0.11017248               0
           0.35          -0.052           -0.08     -0.23722189      -0.1147577      -0.1001255               0
           0.35          -0.048           -0.08     -0.21062498     -0.10510144    -0.090790442               0
           0.35          -0.044           -0.08     -0.18830643    -0.095604029    -0.082440532               0
           0.35           -0.04           -0.08     -0.17082474    -0.086306576    -0.075061793               0
           0.35          -0.036           -0.08     -0.15824933    -0.077188597    -0.068574713               0
           0.35          -0.032           -0.08     -0.15026932    -0.068262869      -0.0630781               0
           0.35          -0.028           -0.08     -0.14640786    -0.059546362    -0.058583536               0
           0.35          -0.024           -0.08     -0.14592598    -0.051033405    -0.055027718               0
           0.35           -0.02           -0.08     -0.14788067    -0.042699758    -0.052314053               0
           0.35          -0.016           -0.08     -0.15121127    -0.034513336    -0.050327393               0
           0.35          -0.012           -0.08      -0.1548378    -0.026438679    -0.048945241               0
           0.35          -0.008           -0.08     -0.15776778    -0.018434136    -0.048050947               0
           0.35          -0.004           -0.08     -0.15920632    -0.010454084     -0.04754981               0
           0.35               0           -0.08     -0.15864377   -0.0024411426     -0.04738382               0
           0.35           0.004           -0.08     -0.15596322    0.0056326971    -0.047539329               0
           0.35           0.008           -0.08     -0.15152481      0.01377701    -0.048042221               0
           0.35           0.012           -0.08     -0.14607842     0.022032612    -0.048951672               0
           0.35           0.016           -0.08     -0.14062533     0.030442574    -0.050356315               0
           0.35            0.02           -0.08     -0.13631215     0.039041391    -0.052363724               0
           0.35           0.024           -0.08     -0.13430451     0.047855603    -0.055086393               0
           0.35           0.028           -0.08     -0.13566384     0.056902544    -0.058630836               0
           0.35           0.032           -0.08     -0.14124821     0.066188794    -0.063088996               0
           0.35           0.036           -0.08     -0.15164044     0.075700434    -0.068526949               0
           0.35            0.04           -0.08     -0.16709366     0.085393605    -0.074949214               0
           0.35           0.044           -0.08     -0.18767307     0.095219264    -0.082245868               0
           0.35           0.048           -0.08     -0.21313115      0.10518936    -0.090489913               0
           0.35           0.052           -0.08     -0.24274347      0.11527032    -0.099714108               0
           0.35           0.056           -0.08      -0.2755954      0.12529958     -0.10964111               0
           0.35            0.06           -0.08     -0.31029012      0.13505502     -0.12004946               0
           0.35           0.064           -0.08     -0.34474379      0.14420968     -0.13070416               0
           0.35           0.068           -0.08     -0.37634077      0.15227632     -0.14130381               0
           0.35           0.072           -0.08     -0.40192342      0.15861233     -0.15153906               0
           0.35           0.076           -0.08     -0.41799727      0.16243404     -0.16101383               0
           0.35            0.08           -0.08     -0.42100581      0.16284865     -0.16918357               0
           0.35           0.084           -0.08     -0.40741645      0.15865805     -0.17524786               0
           0.35           0.088           -0.08     -0.37233891      0.14856109     -0.17806725               0
           0.35           0.092           -0.08     -0.30459942      0.12893539     -0.17600754               0
           0.35           0.096           -0.08     -0.16314096     0.099395089     -0.16292574               0
           0.35             0.1           -0.08    -0.032913658     0.041465901    -0.076278415     0.019363676
           0.35          -0.096          -0.076     -0.19549204    -0.090621283     -0.16271621               0
           0.35            -0.1          -0.076    -0.051354707    -0.037341528    -0.075596143      0.01750362
           0.35          -0.092          -0.076     -0.32701896     -0.11927373     -0.17740676               0
           0.35          -0.088          -0.076     -0.38336206     -0.13831455     -0.18005928               0
           0.35          -0.084          -0.076     -0.40582785     -0.14801829     -0.17734853               0
           0.35           -0.08          -0.076     -0.40554527     -0.15199011     -0.17110761               0
           0.35          -0.076          -0.076     -0.38797757     -0.15152261     -0.16255317               0
           0.35          -0.072          -0.076     -0.35746092     -0.14779184      -0.1525737               0
           0.35          -0.068          -0.076     -0.31829904     -0.14171786     -0.14179538               0
           0.35          -0.064          -0.076     -0.27452266     -0.13409816     -0.13063763               0
           0.35           -0.06          -0.076     -0.22962299     -0.12557457     -0.11942845               0
           0.35          -0.056          -0.076     -0.18610435     -0.11665791       -0.108615               0
           0.35          -0.052          -0.076     -0.14567838      -0.1075435    -0.098313236               0
           0.35          -0.048          -0.076     -0.10950389    -0.098325895    -0.088570153               0
           0.35          -0.044          -0.076    -0.078322673    -0.089222001    -0.079774866               0
           0.35           -0.04          -0.076    -0.052675206    -0.080315214    -0.071984021               0
           0.35          -0.036          -0.076    -0.032816127     -0.07160389    -0.065125775               0
           0.35          -0.032          -0.076    -0.018756887    -0.063105751    -0.059278835               0
           0.35          -0.028          -0.076     -0.01011349    -0.054834354     -0.05446822               0
           0.35          -0.024          -0.076   -0.0061032458    -0.046785175    -0.050645876               0
           0.35           -0.02          -0.076   -0.0056458148    -0.038940259    -0.047722539               0
           0.35          -0.016          -0.076    -0.007464184    -0.031281017    -0.045585712               0
           0.35          -0.012          -0.076    -0.010207403     -0.02378969    -0.044112493               0
           0.35          -0.008          -0.076    -0.012601179    -0.016437816     -0.04318375               0
           0.35          -0.004          -0.076    -0.013610308   -0.0091795107    -0.042699255               0
           0.35               0          -0.076    -0.012573411   -0.0019433805    -0.042593672               0
           0.35           0.004          -0.076   -0.0093417545    0.0053279872    -0.042844328               0
           0.35           0.008          -0.076   -0.0043640638     0.012682955    -0.043468831               0
           0.35           0.012          -0.076    0.0014073107     0.020193136    -0.044525461               0
           0.35           0.016          -0.076     0.006671535     0.027918788    -0.046104924               0
           0.35            0.02          -0.076    0.0099416835     0.035897915    -0.048314818               0
