#             x               y               z             U_x             U_y             U_z               p
           0.35          -0.082           -0.03    -0.056790068    -0.017745415    -0.059076462     -0.14900641
           0.35          -0.082          -0.026    -0.020120921    -0.019409833    -0.055009871     -0.14817311
           0.35          -0.082          -0.022     0.016404307    -0.021694159    -0.049781881     -0.14732365
           0.35          -0.082          -0.018      0.05203743    -0.024375985     -0.04340989     -0.14649364
           0.35          -0.082          -0.014     0.085914056    -0.027211725    -0.035930929     -0.14570876
           0.35          -0.082           -0.01      0.11706643    -0.029931543    -0.027409225     -0.14501698
           0.35          -0.082          -0.006      0.14446858    -0.032306363    -0.017925493     -0.14445055
           0.35          -0.082          -0.002      0.16716431    -0.034132405   -0.0075770891     -0.14405773
           0.35          -0.082           0.002      0.18415583    -0.035245706    0.0034759315      -0.1438896
           0.35          -0.082           0.006       0.1944885    -0.035508863     0.014995121     -0.14399502
           0.35          -0.082            0.01      0.19740434    -0.034844558     0.026683312      -0.1443816
           0.35          -0.082           0.014      0.19256397    -0.033246987     0.038221083     -0.14501687
           0.35          -0.082           0.018      0.17979919    -0.030739137     0.049291244      -0.1458841
           0.35          -0.082           0.022       0.1594179      -0.0274456     0.059572767     -0.14698162
           0.35          -0.082           0.026      0.13213777    -0.023594916     0.068771203     -0.14824005
           0.35          -0.082            0.03     0.098885366    -0.019469152     0.076694674     -0.14958418
           0.35          -0.082           0.034     0.060750655    -0.015336769     0.083222211     -0.15096317
           0.35          -0.082           0.038     0.018962041    -0.011506465     0.088296352     -0.15230336
           0.35          -0.082           0.042    -0.025252909   -0.0082800269     0.091910756     -0.15356287
           0.35          -0.082           0.046    -0.070760567   -0.0058819707     0.094091673     -0.15469994
           0.35          -0.082            0.05     -0.11657018   -0.0044600975     0.094908625     -0.15566583
           0.35          -0.082           0.054     -0.16184939   -0.0041121244     0.094432108     -0.15644289
           0.35          -0.082           0.058     -0.20592478   -0.0048040355     0.092714429     -0.15697388
           0.35          -0.082           0.062     -0.24826393   -0.0063804913     0.089823407      -0.1571837
           0.35          -0.082           0.066     -0.28842837   -0.0086195263     0.085835373     -0.15700679
           0.35          -0.082            0.07     -0.32601197      -0.0112822     0.080811724     -0.15639181
           0.35          -0.082           0.074     -0.36058296     -0.01415412     0.074771076     -0.15531276
           0.35          -0.082           0.078     -0.39162328    -0.017101497     0.067671808     -0.15378154
           0.35          -0.082           0.082     -0.41847565    -0.020124715     0.059385317     -0.15184441
           0.35          -0.082           0.086     -0.44025318    -0.023447864     0.049638519     -0.14956888
           0.35          -0.082            0.09     -0.45570178    -0.027560536      0.03791576      -0.1469585
           0.35          -0.082           0.094      -0.4615666    -0.033269135     0.024403512     -0.14371699
           0.35          -0.082           0.098     -0.43387784    -0.037473678    0.0073557845     -0.14131494
           0.35          -0.078          -0.098     -0.42870573    -0.047862674   -0.0069538714     -0.13780326
           0.35          -0.078          -0.094     -0.44950667     -0.05102294    -0.019090816     -0.13993711
           0.35          -0.078           -0.09     -0.44015175    -0.050659416     -0.02760802     -0.14272816
           0.35          -0.078          -0.086     -0.42423468     -0.05023213    -0.034577083     -0.14497254
           0.35          -0.078          -0.082     -0.40461236    -0.049501673    -0.040026139     -0.14700064
           0.35          -0.078          -0.078      -0.3821874    -0.048196119    -0.044516324     -0.14882189
           0.35          -0.078          -0.074     -0.35754918    -0.046189184    -0.048329293     -0.15040532
           0.35          -0.078           -0.07     -0.33109478    -0.043498859    -0.051636685     -0.15170161
           0.35          -0.078          -0.066     -0.30307126    -0.040245621    -0.054522744     -0.15268226
           0.35          -0.078          -0.062     -0.27361293     -0.03662104    -0.057014686     -0.15333894
           0.35          -0.078          -0.058     -0.24276403    -0.032861423    -0.059094416     -0.15368108
           0.35          -0.078          -0.054     -0.21050585    -0.029229006    -0.060709396     -0.15373207
           0.35          -0.078           -0.05     -0.17678123    -0.025990057     -0.06177787     -0.15352707
           0.35          -0.078          -0.046     -0.14152656    -0.023392461    -0.062201937     -0.15310985
           0.35          -0.078          -0.042     -0.10471003    -0.021637578    -0.061881782     -0.15252525
           0.35          -0.078          -0.038    -0.066374061    -0.020852188    -0.060726217     -0.15181175
           0.35          -0.078          -0.034    -0.026676392    -0.021068764    -0.058656718     -0.15099709
           0.35          -0.078           -0.03     0.014083516    -0.022230449    -0.055606535     -0.15009924
           0.35          -0.078          -0.026     0.055454349    -0.024218039    -0.051527384     -0.14914047
           0.35          -0.078          -0.022     0.096826524     -0.02685277    -0.046396145     -0.14814997
           0.35          -0.078          -0.018      0.13741607    -0.029898761     -0.04022913     -0.14717375
           0.35          -0.078          -0.014      0.17629913     -0.03311789    -0.033049286     -0.14622807
           0.35          -0.078           -0.01      0.21238453    -0.036217782    -0.024897383      -0.1453879
           0.35          -0.078          -0.006      0.24436459    -0.038933058    -0.015819315     -0.14464576
           0.35          -0.078          -0.002      0.27121865    -0.041045514   -0.0058634138     -0.14409006
           0.35          -0.078           0.002      0.29162352    -0.042360611    0.0048278077     -0.14378811
           0.35          -0.078           0.006      0.30425458    -0.042694366     0.016043781     -0.14380565
           0.35          -0.078            0.01      0.30802139    -0.041954052     0.027519798     -0.14417583
           0.35          -0.078           0.014      0.30225005    -0.040131874     0.038883488     -0.14491477
           0.35          -0.078           0.018      0.28685829    -0.037273645     0.049725142     -0.14598329
           0.35          -0.078           0.022      0.26238783    -0.033492068     0.059694976      -0.1473211
           0.35          -0.078           0.026      0.22992536    -0.029066418      0.06848994     -0.14883523
           0.35          -0.078            0.03      0.19068571    -0.024315001     0.075939399     -0.15039734
           0.35          -0.078           0.034      0.14605379    -0.019562641      0.08197283      -0.1519948
           0.35          -0.078           0.038     0.097611978    -0.015164055     0.086587571     -0.15354233
           0.35          -0.078           0.042     0.046831687    -0.011417865     0.089830365     -0.15498201
           0.35          -0.078           0.046    -0.005005911   -0.0085559353     0.091763265     -0.15626543
           0.35          -0.078            0.05    -0.056832727   -0.0067382512     0.092457111     -0.15735189
           0.35          -0.078           0.054     -0.10780116   -0.0060395703     0.091977565     -0.15820883
           0.35          -0.078           0.058     -0.15725138   -0.0064209546     0.090377058     -0.15878871
           0.35          -0.078           0.062     -0.20467769   -0.0077377413     0.087710765      -0.1590315
           0.35          -0.078           0.066     -0.24968224   -0.0097767817     0.084035373     -0.15887961
           0.35          -0.078            0.07     -0.29191933    -0.012302845     0.079396954     -0.15828644
           0.35          -0.078           0.074     -0.33103892       -0.015104     0.073810145     -0.15722591
           0.35          -0.078           0.078     -0.36663395    -0.018045054     0.067237414     -0.15570098
