#             x               y               z             U_x             U_y             U_z               p
            0.1          -0.098          -0.098      0.03909739     0.011254983   -0.0044300513     -0.34385383
            0.1          -0.098          -0.094     0.018241183    0.0088695423   -0.0035440124     -0.34403757
            0.1          -0.098           -0.09    -0.028123425    0.0061418384     0.014016209     -0.34494252
            0.1          -0.098          -0.086    -0.078618409      0.01098282     0.031515408     -0.34629215
            0.1          -0.098          -0.082     -0.11476078     0.018434647     0.040432456     -0.34674312
            0.1          -0.098          -0.078     -0.13948235     0.025473268     0.048021874     -0.34540466
            0.1          -0.098          -0.074     -0.15218807     0.029701597     0.054245347     -0.34305609
            0.1          -0.098           -0.07     -0.14976357     0.030722665     0.056914475     -0.34141287
            0.1          -0.098          -0.066     -0.13636896     0.030415931     0.057726798     -0.34146737
            0.1          -0.098          -0.062     -0.11746744     0.029863844     0.058684377     -0.34306444
            0.1          -0.098          -0.058    -0.095601609     0.028909717     0.060904796     -0.34579295
            0.1          -0.098          -0.054    -0.071185309     0.027109722     0.064941147     -0.34938452
            0.1          -0.098           -0.05    -0.044207698     0.024110021     0.071147119     -0.35355484
            0.1          -0.098          -0.046    -0.014684154     0.019893111     0.079501057     -0.35798609
            0.1          -0.098          -0.042     0.016676287     0.014659723      0.08855476     -0.36244191
            0.1          -0.098          -0.038     0.047122117    0.0083144129     0.096427683     -0.36668967
            0.1          -0.098          -0.034     0.073296718    0.0014472253      0.10088782     -0.37030336
            0.1          -0.098           -0.03     0.092589245   -0.0036508185     0.099620693     -0.37290775
            0.1          -0.098          -0.026      0.10233667   -0.0041721465     0.091701858      -0.3746093
            0.1          -0.098          -0.022      0.10160187    0.0012484869     0.076494018     -0.37562084
            0.1          -0.098          -0.018     0.094061871    0.0097492817     0.052634953     -0.37607062
            0.1          -0.098          -0.014     0.088673755     0.014385061     0.024211925     -0.37658441
            0.1          -0.098           -0.01     0.092728626     0.010358736    0.0038448406     -0.37803632
            0.1          -0.098          -0.006      0.10212569   0.00049944038   -0.0037594933     -0.38037248
            0.1          -0.098          -0.002      0.11070663   -0.0070935701   -0.0032821445     -0.38285918
            0.1          -0.098           0.002      0.11899655   -0.0064141921      0.00157274     -0.38535227
            0.1          -0.098           0.006      0.12603034   0.00080333244    0.0029211968     -0.38827187
            0.1          -0.098            0.01      0.12017927     0.011567964   -0.0074634416     -0.39181818
            0.1          -0.098           0.014     0.083584034     0.020408399    -0.027588187      -0.3957373
            0.1          -0.098           0.018     0.025536778     0.019059214    -0.041795866     -0.39887405
            0.1          -0.098           0.022    -0.024870387     0.013378688    -0.041175063     -0.39966206
            0.1          -0.098           0.026    -0.054809842     0.010212645    -0.036228119     -0.39754803
            0.1          -0.098            0.03     -0.06935341    0.0085669688    -0.030964494     -0.39347167
            0.1          -0.098           0.034    -0.079317231    0.0096298027    -0.026034274     -0.38906904
            0.1          -0.098           0.038    -0.091901077     0.012150843     -0.02670101     -0.38504769
